texto;etiqueta;label
El Perú merece lo mejor. porque lo soñamos juntos.;vacio;3
El Perú merece lo mejor. ¡Siempre firmes!;vacio;3
El Perú merece lo mejor. con el corazón en alto.;vacio;3
El Perú merece lo mejor. ¡De la mano del pueblo!;vacio;3
El Perú merece lo mejor. y ese es nuestro camino.;vacio;3
Nuestro compromiso es con el pueblo.;vacio;3
Nuestro compromiso es con el pueblo. ¡Por nuestros hijos!;vacio;3
Nuestro compromiso es con el pueblo. ¡Con fe y esperanza!;vacio;3
Nuestro compromiso es con el pueblo. y nadie podrá detenernos.;vacio;3
Nuestro compromiso es con el pueblo. ¡Arriba los corazones!;vacio;3
Nuestro compromiso es con el pueblo. porque lo soñamos juntos.;vacio;3
Nuestro compromiso es con el pueblo. ¡Siempre firmes!;vacio;3
Nuestro compromiso es con el pueblo. con el corazón en alto.;vacio;3
Nuestro compromiso es con el pueblo. ¡De la mano del pueblo!;vacio;3
Nuestro compromiso es con el pueblo. y ese es nuestro camino.;vacio;3
¡El cambio ya empezó!;vacio;3
¡El cambio ya empezó! ¡Por nuestros hijos!;vacio;3
¡El cambio ya empezó! ¡Con fe y esperanza!;vacio;3
¡El cambio ya empezó! y nadie podrá detenernos.;vacio;3
¡El cambio ya empezó! ¡Arriba los corazones!;vacio;3
¡El cambio ya empezó! porque lo soñamos juntos.;vacio;3
¡El cambio ya empezó! ¡Siempre firmes!;vacio;3
¡El cambio ya empezó! con el corazón en alto.;vacio;3
¡El cambio ya empezó! ¡De la mano del pueblo!;vacio;3
¡El cambio ya empezó! y ese es nuestro camino.;vacio;3
Vamos a construir un nuevo amanecer.;vacio;3
Vamos a construir un nuevo amanecer. ¡Por nuestros hijos!;vacio;3
Vamos a construir un nuevo amanecer. ¡Con fe y esperanza!;vacio;3
Vamos a construir un nuevo amanecer. y nadie podrá detenernos.;vacio;3
Vamos a construir un nuevo amanecer. ¡Arriba los corazones!;vacio;3
Vamos a construir un nuevo amanecer. porque lo soñamos juntos.;vacio;3
Vamos a construir un nuevo amanecer. ¡Siempre firmes!;vacio;3
Vamos a construir un nuevo amanecer. con el corazón en alto.;vacio;3
Vamos a construir un nuevo amanecer. ¡De la mano del pueblo!;vacio;3
Vamos a construir un nuevo amanecer. y ese es nuestro camino.;vacio;3
La esperanza no se detiene.;vacio;3
La esperanza no se detiene. ¡Por nuestros hijos!;vacio;3
La esperanza no se detiene. ¡Con fe y esperanza!;vacio;3
La esperanza no se detiene. y nadie podrá detenernos.;vacio;3
La esperanza no se detiene. ¡Arriba los corazones!;vacio;3
La esperanza no se detiene. porque lo soñamos juntos.;vacio;3
La esperanza no se detiene. ¡Siempre firmes!;vacio;3
La esperanza no se detiene. con el corazón en alto.;vacio;3
La esperanza no se detiene. ¡De la mano del pueblo!;vacio;3
La esperanza no se detiene. y ese es nuestro camino.;vacio;3
Unidos, nada nos detiene.;vacio;3
Unidos, nada nos detiene. ¡Por nuestros hijos!;vacio;3
Unidos, nada nos detiene. ¡Con fe y esperanza!;vacio;3
Unidos, nada nos detiene. y nadie podrá detenernos.;vacio;3
Unidos, nada nos detiene. ¡Arriba los corazones!;vacio;3
Unidos, nada nos detiene. porque lo soñamos juntos.;vacio;3
Unidos, nada nos detiene. ¡Siempre firmes!;vacio;3
Unidos, nada nos detiene. con el corazón en alto.;vacio;3
Unidos, nada nos detiene. ¡De la mano del pueblo!;vacio;3
Unidos, nada nos detiene. y ese es nuestro camino.;vacio;3
El futuro está en nuestras manos.;vacio;3
El futuro está en nuestras manos. ¡Por nuestros hijos!;vacio;3
El futuro está en nuestras manos. ¡Con fe y esperanza!;vacio;3
El futuro está en nuestras manos. y nadie podrá detenernos.;vacio;3
El futuro está en nuestras manos. ¡Arriba los corazones!;vacio;3
El futuro está en nuestras manos. porque lo soñamos juntos.;vacio;3
El futuro está en nuestras manos. ¡Siempre firmes!;vacio;3
El futuro está en nuestras manos. con el corazón en alto.;vacio;3
El futuro está en nuestras manos. ¡De la mano del pueblo!;vacio;3
El futuro está en nuestras manos. y ese es nuestro camino.;vacio;3
Ha llegado la hora de levantarnos.;vacio;3
Ha llegado la hora de levantarnos. ¡Por nuestros hijos!;vacio;3
Ha llegado la hora de levantarnos. ¡Con fe y esperanza!;vacio;3
Ha llegado la hora de levantarnos. y nadie podrá detenernos.;vacio;3
Ha llegado la hora de levantarnos. ¡Arriba los corazones!;vacio;3
Ha llegado la hora de levantarnos. porque lo soñamos juntos.;vacio;3
Ha llegado la hora de levantarnos. ¡Siempre firmes!;vacio;3
Ha llegado la hora de levantarnos. con el corazón en alto.;vacio;3
Ha llegado la hora de levantarnos. ¡De la mano del pueblo!;vacio;3
Ha llegado la hora de levantarnos. y ese es nuestro camino.;vacio;3
¡El pueblo nunca se rinde!;vacio;3
¡El pueblo nunca se rinde! ¡Por nuestros hijos!;vacio;3
¡El pueblo nunca se rinde! ¡Con fe y esperanza!;vacio;3
¡El pueblo nunca se rinde! y nadie podrá detenernos.;vacio;3
¡El pueblo nunca se rinde! ¡Arriba los corazones!;vacio;3
¡El pueblo nunca se rinde! porque lo soñamos juntos.;vacio;3
¡El pueblo nunca se rinde! ¡Siempre firmes!;vacio;3
¡El pueblo nunca se rinde! con el corazón en alto.;vacio;3
¡El pueblo nunca se rinde! ¡De la mano del pueblo!;vacio;3
¡El pueblo nunca se rinde! y ese es nuestro camino.;vacio;3
La patria nos llama.;vacio;3
La patria nos llama. ¡Por nuestros hijos!;vacio;3
La patria nos llama. ¡Con fe y esperanza!;vacio;3
La patria nos llama. y nadie podrá detenernos.;vacio;3
La patria nos llama. ¡Arriba los corazones!;vacio;3
La patria nos llama. porque lo soñamos juntos.;vacio;3
La patria nos llama. ¡Siempre firmes!;vacio;3
La patria nos llama. con el corazón en alto.;vacio;3
La patria nos llama. ¡De la mano del pueblo!;vacio;3
La patria nos llama. y ese es nuestro camino.;vacio;3
¡Sí se puede!;vacio;3
¡Sí se puede! ¡Por nuestros hijos!;vacio;3
¡Sí se puede! ¡Con fe y esperanza!;vacio;3
¡Sí se puede! y nadie podrá detenernos.;vacio;3
¡Sí se puede! ¡Arriba los corazones!;vacio;3
¡Sí se puede! porque lo soñamos juntos.;vacio;3
¡Sí se puede! ¡Siempre firmes!;vacio;3
¡Sí se puede! con el corazón en alto.;vacio;3
¡Sí se puede! ¡De la mano del pueblo!;vacio;3
¡Sí se puede! y ese es nuestro camino.;vacio;3
Vamos a recuperar la dignidad.;vacio;3
Vamos a recuperar la dignidad. ¡Por nuestros hijos!;vacio;3
Vamos a recuperar la dignidad. ¡Con fe y esperanza!;vacio;3
Vamos a recuperar la dignidad. y nadie podrá detenernos.;vacio;3
Vamos a recuperar la dignidad. ¡Arriba los corazones!;vacio;3
Vamos a recuperar la dignidad. porque lo soñamos juntos.;vacio;3
Vamos a recuperar la dignidad. ¡Siempre firmes!;vacio;3
Vamos a recuperar la dignidad. con el corazón en alto.;vacio;3
Vamos a recuperar la dignidad. ¡De la mano del pueblo!;vacio;3
Vamos a recuperar la dignidad. y ese es nuestro camino.;vacio;3
Por un país más justo y solidario.;vacio;3
Por un país más justo y solidario. ¡Por nuestros hijos!;vacio;3
Por un país más justo y solidario. ¡Con fe y esperanza!;vacio;3
Por un país más justo y solidario. y nadie podrá detenernos.;vacio;3
Por un país más justo y solidario. ¡Arriba los corazones!;vacio;3
Por un país más justo y solidario. porque lo soñamos juntos.;vacio;3
Por un país más justo y solidario. ¡Siempre firmes!;vacio;3
Por un país más justo y solidario. con el corazón en alto.;vacio;3
Por un país más justo y solidario. ¡De la mano del pueblo!;vacio;3
Por un país más justo y solidario. y ese es nuestro camino.;vacio;3
Es momento de hacer historia.;vacio;3
Es momento de hacer historia. ¡Por nuestros hijos!;vacio;3
Es momento de hacer historia. ¡Con fe y esperanza!;vacio;3
Es momento de hacer historia. y nadie podrá detenernos.;vacio;3
Es momento de hacer historia. ¡Arriba los corazones!;vacio;3
Es momento de hacer historia. porque lo soñamos juntos.;vacio;3
Es momento de hacer historia. ¡Siempre firmes!;vacio;3
Es momento de hacer historia. con el corazón en alto.;vacio;3
Es momento de hacer historia. ¡De la mano del pueblo!;vacio;3
Es momento de hacer historia. y ese es nuestro camino.;vacio;3
Nuestro destino es la grandeza.;vacio;3
Nuestro destino es la grandeza. ¡Por nuestros hijos!;vacio;3
Nuestro destino es la grandeza. ¡Con fe y esperanza!;vacio;3
Nuestro destino es la grandeza. y nadie podrá detenernos.;vacio;3
Nuestro destino es la grandeza. ¡Arriba los corazones!;vacio;3
Nuestro destino es la grandeza. porque lo soñamos juntos.;vacio;3
Nuestro destino es la grandeza. ¡Siempre firmes!;vacio;3
Nuestro destino es la grandeza. con el corazón en alto.;vacio;3
Nuestro destino es la grandeza. ¡De la mano del pueblo!;vacio;3
Nuestro destino es la grandeza. y ese es nuestro camino.;vacio;3
¡El mañana nos pertenece!;vacio;3
¡El mañana nos pertenece! ¡Por nuestros hijos!;vacio;3
¡El mañana nos pertenece! ¡Con fe y esperanza!;vacio;3
¡El mañana nos pertenece! y nadie podrá detenernos.;vacio;3
¡El mañana nos pertenece! ¡Arriba los corazones!;vacio;3
¡El mañana nos pertenece! porque lo soñamos juntos.;vacio;3
¡El mañana nos pertenece! ¡Siempre firmes!;vacio;3
¡El mañana nos pertenece! con el corazón en alto.;vacio;3
¡El mañana nos pertenece! ¡De la mano del pueblo!;vacio;3
¡El mañana nos pertenece! y ese es nuestro camino.;vacio;3
Seremos la voz de los que no tienen voz.;vacio;3
Seremos la voz de los que no tienen voz. ¡Por nuestros hijos!;vacio;3
Seremos la voz de los que no tienen voz. ¡Con fe y esperanza!;vacio;3
Seremos la voz de los que no tienen voz. y nadie podrá detenernos.;vacio;3
Seremos la voz de los que no tienen voz. ¡Arriba los corazones!;vacio;3
Seremos la voz de los que no tienen voz. porque lo soñamos juntos.;vacio;3
Seremos la voz de los que no tienen voz. ¡Siempre firmes!;vacio;3
Seremos la voz de los que no tienen voz. con el corazón en alto.;vacio;3
Seremos la voz de los que no tienen voz. ¡De la mano del pueblo!;vacio;3
Seremos la voz de los que no tienen voz. y ese es nuestro camino.;vacio;3
¡Juntos, hasta la victoria!;vacio;3
¡Juntos, hasta la victoria! ¡Por nuestros hijos!;vacio;3
¡Juntos, hasta la victoria! ¡Con fe y esperanza!;vacio;3
¡Juntos, hasta la victoria! y nadie podrá detenernos.;vacio;3
¡Juntos, hasta la victoria! ¡Arriba los corazones!;vacio;3
¡Juntos, hasta la victoria! porque lo soñamos juntos.;vacio;3
¡Juntos, hasta la victoria! ¡Siempre firmes!;vacio;3
¡Juntos, hasta la victoria! con el corazón en alto.;vacio;3
¡Juntos, hasta la victoria! ¡De la mano del pueblo!;vacio;3
¡Juntos, hasta la victoria! y ese es nuestro camino.;vacio;3
La lucha recién comienza.;vacio;3
La lucha recién comienza. ¡Por nuestros hijos!;vacio;3
La lucha recién comienza. ¡Con fe y esperanza!;vacio;3
La lucha recién comienza. y nadie podrá detenernos.;vacio;3
La lucha recién comienza. ¡Arriba los corazones!;vacio;3
La lucha recién comienza. porque lo soñamos juntos.;vacio;3
La lucha recién comienza. ¡Siempre firmes!;vacio;3
La lucha recién comienza. con el corazón en alto.;vacio;3
La lucha recién comienza. ¡De la mano del pueblo!;vacio;3
La lucha recién comienza. y ese es nuestro camino.;vacio;3
